OBJECTID	NAME	TYPE	OSM_ID	COMMUNE	SECTION	E1000	N1000	GZD	GRID100K	MGRS
213	École du Jurisprudence	college	615029088	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
106	Ecole du Sacre Coeur	 	48344728	CARREFOUR	RIVIERE FROIDE	72	51	18Q	YF	18Q YF 7251
239	École et Musée	school	615049997	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
125	Ecole Francois Duvalier	school	614381267	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
88	Ecole J.M. Hendriquez	school	614135061	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
156	École Jean-Jacques Dessalines	school	614438734	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
506	Ecole La Saintete	school	617293346	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
328	Ecole La Ste. Famille	school	616073725	LES CAYES	BOURDET	31	12	18Q	XF	18Q XF 3112
90	Ecole Magiloire Ambroise	school	614138206	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
307	Ecole Mains Ouvertes	school	616058098	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
267	Ecole Methodiste des Freres	school	615327346	PETION-VILLE	BELLEVUE CHARD	86	50	18Q	YF	18Q YF 8650
155	Ecole Michelle B Duvalier	school	48557759	PORT DE PAIX	AUBERT	27	5	18Q	YH	18Q YH 2705
91	Ecole Miranda	school	614138209	JACMEL	MONTAGNE LA VOUTE	60	18	18Q	YF	18Q YF 6018
425	Ecole National De Files Anacaona	school	616852034	LEOGANE	DESSSOURCES	49	48	18Q	YF	18Q YF 4948
1064	Ecole Nationale de Gressier	collapsed	48583091	GRESSIER	PETIT BOUCAN	60	51	18Q	YF	18Q YF 6051
181	Ecole Nationale de Gressier	collapsed	48583091	GRESSIER	PETIT BOUCAN	60	51	18Q	YF	18Q YF 6051
269	Ecole Nationale de Source Cazeau	school	615327348	DELMAS	BELLEVUE	86	57	18Q	YF	18Q YF 8657
270	Ecole Nationale de Tabarre	school	615327351	DELMAS	BELLEVUE	87	56	18Q	YF	18Q YF 8756
334	Ecole Nationale Michel Lazare	school	616075921	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
316	Ecole nationale Odyle Joseph	school	616064946	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
244	École Practique du Nord	school	615050970	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
623	Ecole Professionelle et Esprit	school	617924552	CAP HAITIEN	HAUT DU CAP	93	88	18Q	YG	18Q YG 9388
164	École Régina Bourrély	school	614451792	GONAIVES	PONT TAMARIN	41	51	18Q	YG	18Q YG 4151
169	École Saint Val Rey	school	614452746	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
319	Ecole Sainte Famille	school	616064949	LES CAYES	BOURDET	32	11	18Q	XF	18Q XF 3211
356	Ecole Semiramsis Telemaque	school	616290526	LES CAYES	BOURDET	32	12	18Q	XF	18Q XF 3212
156	Ecoledes Freres	school	48557760	PORT DE PAIX	AUBERT	27	6	18Q	YH	18Q YH 2706
1480	Edouard	village	617815701	BOUCAN CARRE	DES BAYES	6	93	18Q	ZF	18Q ZF 0693
100	Eglise Adventiste	place_of_worship	614359204	JACMEL	BAS CAP-ROUGE	60	18	18Q	YF	18Q YF 6018
1075	Église Baptiste	collapsed	48278095	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
30	Église Baptiste	collapsed	48278095	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
92	Église de la Vierge du Mont Carmel	place_of_worship	48343794	CARREFOUR	THOR	76	50	18Q	YF	18Q YF 7650
422	Eglise Du Nazareen	place_of_worship	616838869	LEOGANE	DESSSOURCES	51	47	18Q	YF	18Q YF 5147
80	Eglise Episcopale de St.-Martin	place_of_worship	614007183	DELMAS	ST. MARTIN	82	53	18Q	YF	18Q YF 8253
518	Eglise Notre-Dame de Ouanaminthe	place_of_worship	617332020	OUANAMINTHE	HAUT MARIBAHOUX	14	64	19Q	BB	19Q BB 1464
118	Eglise Paroissiale de St. Philippe et St. Jean	place_of_worship	48368883	JACMEL	BAS CAP-ROUGE	60	17	18Q	YF	18Q YF 6017
115	Eglise Paroissiale de St.-Martin	place_of_worship	48361073	DELMAS	ST. MARTIN	82	53	18Q	YF	18Q YF 8253
131	Église Protestante	place_of_worship	614385705	GONAIVES	PONT TAMARIN	41	51	18Q	YG	18Q YG 4151
59	Église Protestante Siloé	place_of_worship	613186861	PORT-AU-PRINCE	TURGEAU	80	51	18Q	YF	18Q YF 8051
139	Église Saint Francois	place_of_worship	614397782	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
35	Église Sainte-Anne	place_of_worship	48279448	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
12	Église Saint-Gérard	place_of_worship	48275795	PORT-AU-PRINCE	MORNE L'HOPITAL	80	50	18Q	YF	18Q YF 8050
536	Eglise St. Thomas	place_of_worship	617404319	LEOGANE	PARQUES	65	42	18Q	YF	18Q YF 6542
53	Église St.-Antoine	undefined	48285104	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
537	Eglise Ste. Marie	place_of_worship	617407019	CARREFOUR	MALANGA	72	39	18Q	YF	18Q YF 7239
1728	Elien	hamlet	617886063	AQUIN	LA COLLINE	85	26	18Q	XF	18Q XF 8526
312	Embas Morne	village	614695433	LA TORTUE	MARE ROUGE	24	19	18Q	YH	18Q YH 2419
286	Embassy Argentina	embassy	615745219	PETION-VILLE	BELLEVUE CHARD	86	49	18Q	YF	18Q YF 8649
134	Embassy of the United States in Haiti	embassy	48381308	DELMAS	BELLEVUE	90	54	18Q	YF	18Q YF 9054
30	Embassy of the United States of America	embassy	361124806	DELMAS	BELLEVUE	90	54	18Q	YF	18Q YF 9054
1538	Embouchure	hamlet	617857039	JACMEL	GRANDE RIV. DE JACME	59	29	18Q	YF	18Q YF 5929
473	Emigration	public_building	616956860	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
67	EMSA	 	48303108	PORT-AU-PRINCE	TURGEAU	80	52	18Q	YF	18Q YF 8052
1364	Ennery	village	617522098	ENNERY	PUILBOREAU	64	56	18Q	YG	18Q YG 6456
1288	Escamel	hamlet	617376307	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	62	40	18Q	WF	18Q WF 6240
410	Esso	fuel	616838836	LEOGANE	DESSSOURCES	50	47	18Q	YF	18Q YF 5047
311	Eustaches	village	614695424	LA TORTUE	MARE ROUGE	21	18	18Q	YH	18Q YH 2118
1665	Fauche	hamlet	617876966	GRAND-GOAVE	GERARD	38	38	18Q	YF	18Q YF 3838
1730	Faudoise	hamlet	617886065	AQUIN	LA COLLINE	85	25	18Q	XF	18Q XF 8525
1299	Fayette	village	617388831	GRESSIER	PETIT BOUCAN	58	44	18Q	YF	18Q YF 5844
395	Feca	village	615143421	PETION-VILLE	ETANG DU JONC	80	45	18Q	YF	18Q YF 8045
1465	Féda	village	617809778	MIREBALAIS	SARAZIN	6	88	18Q	ZF	18Q ZF 0688
477	FENU	public_building	616958454	FORT LIBERTE	DUMAS	2	77	19Q	BB	19Q BB 0277
1468	Fer A Cheval	village	617809781	MIREBALAIS	SARAZIN	8	86	18Q	ZF	18Q ZF 0886
1167	Férace	village	616986760	BEAUMONT	BEAUMONT	11	38	18Q	XF	18Q XF 1138
171	Fermate	village	614456454	KENSCOFF	SOUCAILLES	85	44	18Q	YF	18Q YF 8544
1211	Ferrier	village	617186792	FERRIER	BAS MARIBAJOUX	8	71	19Q	BB	19Q BB 0871
449	Ferry	village	615523561	JACMEL	FOND MELON	76	28	18Q	YF	18Q YF 7628
1531	Fetiche	locality	617857017	JACMEL	BAS COQ CHANTE	58	27	18Q	YF	18Q YF 5827
638	FIC School	school	617931058	CAP HAITIEN	HAUT DU CAP	93	87	18Q	YG	18Q YG 9387
1127	Flavil	hamlet	616813238	COTE-DE-FER	LA BICHE	20	11	18Q	YF	18Q YF 2011
981	Fleurant	hamlet	616722364	POINTE A RAQUETTE	POINTE A RAQUETTE	2	82	18Q	YF	18Q YF 0282
332	Flon	village	614709298	LEOGANE	PETITE RIVIERE	56	51	18Q	YF	18Q YF 5651
466	Foncrelle	village	615539821	CARREFOUR	TAIFER	72	45	18Q	YF	18Q YF 7245
1660	Fond Baptiste	hamlet	617876961	GRAND-GOAVE	MOUSSAMBE	39	31	18Q	YF	18Q YF 3931
737	Fond Bleu	hamlet	616580501	LES ANGLAIS	EDELIN	87	28	18Q	WF	18Q WF 8728
678	Fond Blonde	village	616390913	CABARET	FONDS DES BLANCS (CA	76	83	18Q	YF	18Q YF 7683
173	Fond Bourgeois	village	614469203	MARIGOT	GRANDE RIVIERE FESLE	81	25	18Q	YF	18Q YF 8125
1129	Fond Cabrit	hamlet	616813240	COTE-DE-FER	LA BICHE	22	13	18Q	YF	18Q YF 2213
1420	Fond Cochon	hamlet	617731164	ROSEAUX	FOND COCHON	99	39	18Q	WF	18Q WF 9939
907	Fond Coti	hamlet	616680924	THIOTTE	THIOTTE	96	19	19Q	AA	19Q AA 9619
465	Fond Coupeau	village	615539807	CARREFOUR	LAVALLE	72	43	18Q	YF	18Q YF 7243
206	Fond Cuivre	village	614494601	JACMEL	GRANDE RIV. DE JACME	69	32	18Q	YF	18Q YF 6932
352	Fond Dennas	village	614850602	BAINET	BAS DE GRIS GRIS	25	8	18Q	YF	18Q YF 2508
1174	Fond Déron	village	616986918	PESTEL	DUCHITY	19	40	18Q	XF	18Q XF 1940
1719	Fond Des Blancs	village	617885461	AQUIN	FONDS DES BLANCS	98	21	18Q	XF	18Q XF 9821
612	Fond Diable	village	615918605	MIREBALAIS	GRAND BOUCAN	0	70	18Q	ZF	18Q ZF 0070
1553	Fond Droit	locality	617857086	LEOGANE	CORMIERS	55	36	18Q	YF	18Q YF 5536
453	Fond Duline	village	615527087	JACMEL	LA GOSSELINE	74	30	18Q	YF	18Q YF 7430
1326	Fond Ferier	village	617411238	KENSCOFF	SOUCAILLES	83	36	18Q	YF	18Q YF 8336
467	Fond Ferrier	village	615539834	CARREFOUR	PLATON DUFRENE	74	47	18Q	YF	18Q YF 7447
1607	Fond Fevrier	hamlet	617866028	JACMEL	BAS CAP-ROUGE	61	20	18Q	YF	18Q YF 6120
345	Fond Gérard	locality	614842874	PETIT-GOAVE	DES PALMES	27	29	18Q	YF	18Q YF 2729
318	Fond Geriose	village	614703033	LA TORTUE	MARE ROUGE	33	16	18Q	YH	18Q YH 3316
1336	Fond Guillaume	village	617414292	CROIX-DES-BOUQUES	BELLE FONTAINE	2	32	18Q	ZF	18Q ZF 0232
1526	Fond Habote	hamlet	617857009	JACMEL	BAS COQ CHANTE	56	27	18Q	YF	18Q YF 5627
1361	Fond Jogue	hamlet	617516727	LES IROIS	MATADOR / JORGUE	62	37	18Q	WF	18Q WF 6237
1027	Fond Lundi	hamlet	616779100	ANSE-A-GALET	PALMA	26	81	18Q	YF	18Q YF 2681
687	Fond Major	village	616390932	SAUT-D'EAU	MONTAGNE TERRIBLE	81	84	18Q	YF	18Q YF 8184
118	Fond More	hamlet	613596886	GONAIVES	RIVIERE DE BAYONNAIS	53	54	18Q	YG	18Q YG 5354
1689	Fond Pin Paris	hamlet	617880895	MIRAGOANE	DESSOURCES	7	21	18Q	YF	18Q YF 0721
1033	Fond Plaisir	hamlet	616782897	ANSE-A-GALET	PETITE ANSE	27	73	18Q	YF	18Q YF 2773
666	Fond Randol	village	616390871	ARCAHAIE	DES MATHEUX	64	87	18Q	YF	18Q YF 6487
1542	Fond Rouge	hamlet	617857044	JACMEL	MARBIAL	70	32	18Q	YF	18Q YF 7032
1044	Fond Tina	hamlet	616782908	ANSE-A-GALET	PETITE SOURCE	22	81	18Q	YF	18Q YF 2281
1344	Fond Tristan	village	617422731	PETIT-GOAVE	RAVINE SECHE	27	38	18Q	YF	18Q YF 2738
1053	Fond Trou Jacques	hamlet	616782919	ANSE-A-GALET	PALMA	20	76	18Q	YF	18Q YF 2076
610	Fonds Cede	village	615914918	THOMAZEAU	GRANDE PLAINE	15	62	18Q	ZF	18Q ZF 1562
1183	Fonds Parisien	village	617039847	GANTHIER	FOND PARISIEN	85	48	19Q	AA	19Q AA 8548
439	Fonds Pite	hamlet	615350811	THOMAZEAU	GRANDE PLAINE	13	64	18Q	ZF	18Q ZF 1364
101	Fontamara	suburb	613526387	CARREFOUR	BIZOTON	77	50	18Q	YF	18Q YF 7750
1307	Fort Campan	locality	617398418	LEOGANE	PARQUES	66	40	18Q	YF	18Q YF 6640
190	Fort de Rocher	ruins	614707728	LA TORTUE	LA TORTUE / POINTE D	39	14	18Q	YH	18Q YH 3914
1673	Fort Gari	hamlet	617878372	PETIT-GOAVE	DES PLATONS	20	29	18Q	YF	18Q YF 2029
486	Fort Jacques	village	615693383	PETION-VILLE	BELLEVUE LA MONTAGNE	88	44	18Q	YF	18Q YF 8844
71	Fort National	suburb	613336224	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
52	Fort National et Service de Transmissions	 	48285103	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
370	Fort-Liberté	town	614925666	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
451	Fort-Liberté Hospital	hospital	616949059	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
36	Fort-Liberté Hospital	hospital	616949059	FORT LIBERTE	DUMAS	2	76	19Q	BB	19Q BB 0276
1065	FORVATEL	collapsed	48435938	PORT-AU-PRINCE	TURGEAU	83	51	18Q	YF	18Q YF 8351
140	FORVATEL	collapsed	48435938	PORT-AU-PRINCE	TURGEAU	83	51	18Q	YF	18Q YF 8351
1510	Foucaud	village	617832231	JACMEL	MONTAGNE LA VOUTE	61	23	18Q	YF	18Q YF 6123
1687	Frachipagne	hamlet	617880859	AQUIN	FRANGIPANE	6	16	18Q	YF	18Q YF 0616
26	Fragneau Ville	suburb	613015734	PETION-VILLE	BELLEVUE CHARD	86	51	18Q	YF	18Q YF 8651
1704	Fraicheur	hamlet	617885445	AQUIN	FONDS DES BLANCS	94	26	18Q	XF	18Q XF 9426
128	Frances	hospital	48374633	PORT-AU-PRINCE	TURGEAU	80	51	18Q	YF	18Q YF 8051
142	Franciscan Friary	 	48479227	PORT-AU-PRINCE	TURGEAU	80	51	18Q	YF	18Q YF 8051
1223	Francisque	village	617186807	OUANAMINTHE	ACUL DES PINS	7	61	19Q	BB	19Q BB 0761
797	Franklin	hamlet	616590940	ANSE-D'AINAULT	GRANDOIT	60	44	18Q	WF	18Q WF 6044
277	Frécineau	village	614671762	SAINT-MARC	BOIS NEUF	39	12	18Q	YG	18Q YG 3912
386	French Hospital	hospital	616525375	PORT-AU-PRINCE	TURGEAU	83	52	18Q	YF	18Q YF 8352
30	French Hospital	hospital	616525375	PORT-AU-PRINCE	TURGEAU	83	52	18Q	YF	18Q YF 8352
938	Fréres	suburb	616700605	PETION-VILLE	BELLEVUE CHARD	87	50	18Q	YF	18Q YF 8750
752	Fripo	hamlet	616582984	PORT-A-PIMENT	BALAIS	96	20	18Q	WF	18Q WF 9620
265	Furcy	village	614639908	KENSCOFF	SOUCAILLES	87	38	18Q	YF	18Q YF 8738
421	Furcy	village	615145844	KENSCOFF	SOUCAILLES	85	38	18Q	YF	18Q YF 8538
264	Furcy	village	614632127	KENSCOFF	SOUCAILLES	84	38	18Q	YF	18Q YF 8438
649	Futur Hopital Visitation	hospital	618001210	PETITE RIVIERE DE NIPPES	CHOLETTE	86	43	18Q	XF	18Q XF 8643
702	Gabare	village	616515826	LEOGANE	GRANDE RIVIERE	55	42	18Q	YF	18Q YF 5542
1290	Gabriel	hamlet	617376341	ANSE-D'AINAULT	ILET A PIERRE JOSEPH	60	40	18Q	WF	18Q WF 6040
231	Galette	locality	614588980	CROIX-DES-BOUQUES	PETIT BOIS	94	50	18Q	YF	18Q YF 9450
128	Galette	village	613615664	PETION-VILLE	BELLEVUE CHARD	92	52	18Q	YF	18Q YF 9252
1699	Galette	village	617881069	COTE-DE-FER	JAMAIS VU	13	21	18Q	YF	18Q YF 1321
582	Gallette	village	615904911	GANTHIER	GALETTE CHAMBON	5	49	18Q	ZF	18Q ZF 0549
238	Gaman	locality	614597706	CROIX-DES-BOUQUES	PETIT BOIS	97	52	18Q	YF	18Q YF 9752
362	Ganthier	town	614882193	GANTHIER	PAYS POURRI	9	51	18Q	ZF	18Q ZF 0951
1186	Garcon Pas Chita	village	617114777	MIREBALAIS	GRAND BOUCAN	1	86	18Q	ZF	18Q ZF 0186
472	Garde Cote	suburb	615554891	CARREFOUR	THOR	75	51	18Q	YF	18Q YF 7551
1341	Garde L'Acul	village	617422727	PETIT-GOAVE	BINO (PREMIERE PLAIN	22	38	18Q	YF	18Q YF 2238
645	Gareche	village	615930159	CABARET	BOUCASSIN	67	75	18Q	YF	18Q YF 6775
126	Garnier	locality	613613605	CROIX-DES-BOUQUES	PETIT BOIS	94	56	18Q	YF	18Q YF 9456
926	Garreau	hamlet	616680958	ANSE-A-PITRE	BOIS D'ORME	5	21	19Q	BA	19Q BA 0521
1105	Gascon	hamlet	616811791	BAINET	BAS GRANDOU	35	17	18Q	YF	18Q YF 3517
1708	Gaspard	hamlet	617885450	AQUIN	FONDS DES BLANCS	95	25	18Q	XF	18Q XF 9525
188	Gatereau	locality	614473302	GONAIVES	PONT TAMARIN	44	54	18Q	YG	18Q YG 4454
1722	Gatimo	hamlet	617886013	AQUIN	LA COLLINE	88	25	18Q	XF	18Q XF 8825
330	Geffrard	village	614707905	LEOGANE	PETITE RIVIERE	56	50	18Q	YF	18Q YF 5650
517	General Headquarters	police	617332019	OUANAMINTHE	HAUT MARIBAHOUX	14	63	19Q	BB	19Q BB 1463
526	General Hospital	hospital	617335614	OUANAMINTHE	HAUT MARIBAHOUX	14	63	19Q	BB	19Q BB 1463
43	General Hospital	hospital	617335614	OUANAMINTHE	HAUT MARIBAHOUX	14	63	19Q	BB	19Q BB 1463
1440	Gentil	locality	617768380	GRAND-GOAVE	TETE A BOUF	33	39	18Q	YF	18Q YF 3339
527	George Muller College	school	617335619	OUANAMINTHE	HAUT MARIBAHOUX	14	63	19Q	BB	19Q BB 1463
1385	Georges	hamlet	617533697	TIBURON	LOBY	68	27	18Q	WF	18Q WF 6827
1216	Gerard	village	617186797	FERRIER	BAS MARIBAJOUX	9	69	19Q	BB	19Q BB 0969
135	Gérardeau	suburb	613673744	PETION-VILLE	BELLEVUE CHARD	88	48	18Q	YF	18Q YF 8848
894	Germain	hamlet	616680885	THIOTTE	POT DE CHAMBRE	94	16	19Q	AA	19Q AA 9416
658	Gheskio	hospital	618066474	PORT-AU-PRINCE	TURGEAU	79	51	18Q	YF	18Q YF 7951
1562	Gigri	hamlet	617858262	JACMEL	BAS CAP-ROUGE	68	19	18Q	YF	18Q YF 6819
1185	Gilbert	village	617114765	MIREBALAIS	GRAND BOUCAN	2	85	18Q	ZF	18Q ZF 0285
1197	Gillote	village	617186777	FERRIER	BAS MARIBAJOUX	9	75	19Q	BB	19Q BB 0975
618	Gimballe	village	615918618	MIREBALAIS	GRAND BOUCAN	3	78	18Q	ZF	18Q ZF 0378
1451	Glaise	locality	617788131	GRAND-GOAVE	TETE A BOUF	35	37	18Q	YF	18Q YF 3537
1473	Glorie	village	617813621	BOUCAN CARRE	DES BAYES	3	91	18Q	ZF	18Q ZF 0391
293	GOC Universite	university	615868023	PORT-AU-PRINCE	MARTISSANT	79	51	18Q	YF	18Q YF 7951
426	Godet	village	615145850	KENSCOFF	SOUCAILLES	84	41	18Q	YF	18Q YF 8441
3	Gonaives	city	293921154	GONAIVES	PONT TAMARIN	42	51	18Q	YG	18Q YG 4251
1104	Gori	hamlet	616811787	BAINET	HAUT GRANDOU	33	17	18Q	YF	18Q YF 3317
208	Gougeon	village	614494603	LEOGANE	BEAUSEJOUR	68	37	18Q	YF	18Q YF 6837
1203	Gourguel	hamlet	617186783	FERRIER	BAS MARIBAJOUX	9	72	19Q	BB	19Q BB 0972
107	Gran Rac	town	613587785	L'ESTERE	PONT DE L'ESTERE	48	37	18Q	YG	18Q YG 4837
181	Gran Rivieres de Nappe	village	614471760	ANSE-A-VEAU	GRANDE RIVIERE	78	44	18Q	XF	18Q XF 7844
1574	Grand Air	hamlet	617859825	CAYES-JACMEL	HAUT CAP-ROUGE	75	23	18Q	YF	18Q YF 7523
920	Grand Bois	hamlet	616680948	ANSE-A-PITRE	BOIS D'ORME	4	17	19Q	BA	19Q BA 0417
693	Grand Boucan	village	616401763	SAUT-D'EAU	RIVIERE CANOT	99	81	18Q	YF	18Q YF 9981
1760	Grand Boucan	village	617915345	BARADERES	GRAND BOUCAN	48	52	18Q	XF	18Q XF 4852
1438	Grand Caille	village	617768238	GRAND-GOAVE	TETE A BOUF	31	35	18Q	YF	18Q YF 3135
1392	Grand Dolle	hamlet	617561939	JEREMIE	RAVINE A CHARLES	85	43	18Q	WF	18Q WF 8543
1074	Grand Fond	hamlet	616809427	JACMEL	LAVANEAU	55	18	18Q	YF	18Q YF 5518
1697	Grand Fond	hamlet	617881062	COTE-DE-FER	JAMAIS VU	15	21	18Q	YF	18Q YF 1521
1459	Grand Fond	locality	617801771	GRAND-GOAVE	TETE A BOUF	31	29	18Q	YF	18Q YF 3129
342	Grand Goâve	town	614781318	GRAND-GOAVE	TETE A BOUF	35	39	18Q	YF	18Q YF 3539
361	Grand Gosier	town	614876979	THIOTTE	POT DE CHAMBRE	91	13	19Q	AA	19Q AA 9113
1019	Grand Mapou	hamlet	616777898	ANSE-A-GALET	PETITE SOURCE	17	77	18Q	YF	18Q YF 1777
869	Grand Place	hamlet	616680841	GRAND GOSIER	COLLINE DES CHAINES	90	17	19Q	AA	19Q AA 9017
601	Grand Place Leray	village	615909177	GANTHIER	BALAN	8	57	18Q	ZF	18Q ZF 0857
1330	Grand Platon	village	617413908	KENSCOFF	BELLE FONTAINE	93	35	18Q	YF	18Q YF 9335
27	Grand Quartier Général des Forces Armées d'Ha	 	48277950	PORT-AU-PRINCE	TURGEAU	81	52	18Q	YF	18Q YF 8152
191	Grand Saline	village	614479954	GRESSIER	MORNE A BATEAU	66	52	18Q	YF	18Q YF 6652
1407	Grand Savane	hamlet	617564512	LEOGANE	GROS MORNE	52	37	18Q	YF	18Q YF 5237
7	Grand Seminaire Notre Dame	 	48274610	PORT-AU-PRINCE	TURGEAU	83	50	18Q	YF	18Q YF 8350
1066	Grand Seminaire Notre Dame	collapsed	48257740	PORT-AU-PRINCE	TURGEAU	83	50	18Q	YF	18Q YF 8350
5	Grand Seminaire Notre Dame	collapsed	48257740	PORT-AU-PRINCE	TURGEAU	83	50	18Q	YF	18Q YF 8350
1644	Grand Trou	hamlet	617873956	GRAND-GOAVE	GERARD	42	39	18Q	YF	18Q YF 4239
1415	Grand Vincent	hamlet	617634480	ROSEAUX	GRAND VINCENT	96	49	18Q	WF	18Q WF 9649
1638	Grande Colline	hamlet	617870828	JACMEL	MORNE A BRULER	44	25	18Q	YF	18Q YF 4425
746	Grande Passe	hamlet	616582978	PORT-A-PIMENT	PARICOT	95	19	18Q	WF	18Q WF 9519
674	Grande Place	village	616390889	ARCAHAIE	DES MATHEUX	66	93	18Q	YF	18Q YF 6693
564	Grande Ravine	village	615896918	CROIX-DES-BOUQUES	BELLE FONTAINE	1	32	18Q	ZF	18Q ZF 0132
261	Grande Ravine	village	614614553	BELLE ANSE	BAIS D'ORANGE	93	28	18Q	YF	18Q YF 9328
817	Grande Savane	hamlet	616620757	MARIGOT	FOND JEAN-NOEL	91	26	18Q	YF	18Q YF 9126
1484	Grande Savane	village	617819915	BOUCAN CARRE	BOUCAN CARRE	1	90	18Q	ZF	18Q ZF 0190
1458	Grande Savanne	village	617799422	GRAND-GOAVE	TETE A BOUF	32	31	18Q	YF	18Q YF 3231
1153	Grande Sevane	suburb	616819847	PORT DE PAIX	AUBERT	25	5	18Q	YH	18Q YH 2505
554	Grande Tête Rouge	village	615887558	BELLE ANSE	BELAIR	12	21	18Q	ZF	18Q ZF 1221
987	Grande Vide	hamlet	616723008	POINTE A RAQUETTE	LA SOURCE	84	87	18Q	XF	18Q XF 8487
50	Grande-Saline	town	613232539	GRANDE SALINE	POTENEAU	33	29	18Q	YG	18Q YG 3329
795	Grandois	hamlet	616590936	ANSE-D'AINAULT	GRANDOIT	58	44	18Q	WF	18Q WF 5844
1494	Grandou	village	617824378	BAINET	TROU MAHOT	40	18	18Q	YF	18Q YF 4018
57	Grasse	village	613235121	DESSALINES / MARCHANDES	VILLARS	49	22	18Q	YG	18Q YG 4922
397	Grenier	village	615143458	PETION-VILLE	ETANG DU JONC	80	46	18Q	YF	18Q YF 8046
334	Gressier	village	614712183	GRESSIER	MORNE CHANDELLE	61	52	18Q	YF	18Q YF 6152
1114	Gris Gris	hamlet	616813225	COTE-DE-FER	GRIS GRIS	14	15	18Q	YF	18Q YF 1415
1454	Gros Chauderie	locality	617788164	GRAND-GOAVE	GERARD	36	38	18Q	YF	18Q YF 3638
1455	Gros Jacques	locality	617788166	GRAND-GOAVE	GERARD	36	38	18Q	YF	18Q YF 3638
549	Gros l'Abime	village	615880722	BELLE ANSE	CORAIL LAMOTHE	6	18	18Q	ZF	18Q ZF 0618
943	Gros Mangle	village	616721340	POINTE A RAQUETTE	POINTE A RAQUETTE	98	94	18Q	XF	18Q XF 9894
1588	Gros Morne	hamlet	617863680	CAYES-JACMEL	GAILLARD	78	19	18Q	YF	18Q YF 7819
1395	Gros Morne	hamlet	617564499	LEOGANE	GROS MORNE	57	38	18Q	YF	18Q YF 5738
1363	Gros Morne	hamlet	617517005	ANSE-D'AINAULT	BOUDON	67	41	18Q	WF	18Q WF 6741
137	Gros Morne	suburb	613679300	PETION-VILLE	BELLEVUE CHARD	85	50	18Q	YF	18Q YF 8550
623	Gros Morne	village	615918677	MIREBALAIS	GASCOGNE	9	79	18Q	ZF	18Q ZF 0979
1803	Gros Morne	village	618151560	GROS MORNE	RIVIERE BLANCHE	43	76	18Q	YG	18Q YG 4376
292	Gros Raisinier	village	614682052	LA TORTUE	MARE ROUGE	14	19	18Q	YH	18Q YH 1419
1547	Gros Trou	hamlet	617857052	LEOGANE	BEAUSEJOUR	64	37	18Q	YF	18Q YF 6437
930	Gros Vignon	locality	616681651	PETIT TROU DE NIPPES	LIEVE	62	33	18Q	XF	18Q XF 6233
1192	Grosse Chaudiere	village	617136971	ABRICOTS	LA SERINGUE	68	59	18Q	WF	18Q WF 6859
1570	Guaillard	hamlet	617859821	CAYES-JACMEL	GAILLARD	75	21	18Q	YF	18Q YF 7521
1230	Guan	hamlet	617187593	FORT LIBERTE	DUMAS	3	71	19Q	BB	19Q BB 0371
914	Gué	hamlet	616680941	THIOTTE	THIOTTE	99	22	19Q	AA	19Q AA 9922
1410	Gue Bourget	hamlet	617564515	LEOGANE	CORMIERS	50	38	18Q	YF	18Q YF 5038
1717	Guepe	hamlet	617885459	AQUIN	FONDS DES BLANCS	97	20	18Q	XF	18Q XF 9720
282	Guignon	village	614671769	SAINT-MARC	LALOUERE	45	13	18Q	YG	18Q YG 4513
778	Guillaume	village	616584925	PORT-A-PIMENT	BALAIS	97	22	18Q	WF	18Q WF 9722
641	Gulaive Garre	village	615928663	CABARET	BOUCASSIN	71	71	18Q	YF	18Q YF 7171
692	Gulbert	village	616401760	SAUT-D'EAU	RIVIERE CANOT	93	81	18Q	YF	18Q YF 9381
